Unique ID,Value Chain,Technology,Core Occupation,Typical Qualifications (min),Key Activities,Unique Requirements for Hydrogen,Potential Talent Risk/Opportunity
4003,End Use,Heat with Hydrogen,Utility services planner,"Multiple pathways to this career:
•
Bachelor’s Degree: Civil,
Mechanical Engineering
•
Engineering Technology
Diploma: Civil, Mechanical
Related tickets/certifications
considered an asset:
•
Damage Prevention
•
Gas Pipeline Inspection
Valid driver’s license + clean
abstract","•
Coordinate utility service construction and
maintenance including the availability of
required equipment
•
Prepare and distribute construction and
maintenance work packages and job
planning envelopes including those
required to implement hydrogen blending
project
•
Coordinate and work with external and
internal customers
•
Ensure job packages are fully completed,
all safety notes are updated and/or
actioned and stakeholders notified","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Materials, coatings and inhibitors
to use and correct application to
protect from hydrogen corrosion
•
Knowledge of odorants used to
assist with leak detection of
hydrogen
•
Practices, technologies, equipment
and systems to control hydrogen
corrosion/embrittlement
•
Knowledge of hydrogen related
regulations, standards and codes
•
Keep up-to-date with changes to
hydrogen technology, regulations,
standards and codes","Existing workforce to be
trained to accommodate
transition to heating using
natural gas-hydrogen
blending"
4003,End Use,Heat with Hydrogen,"Utility services
technician","Multiple pathways to this career:
•
Bachelor’s Degree: Civil,
Mechanical Engineering
•
Engineering Technology
Diploma: Civil, Mechanical
Related tickets/certifications
considered an asset:
•
Damage Prevention
•
Gas Pipeline Inspection
Valid driver’s license + clean
abstract","•
Conduct odorant tests, cathodic reads
and regulator station inspections
•
Repair and perform alterations of
distribution systems including above and
below grade piping and equipment
•
Repair and install natural gas meters,
regulators and service lines
•
Inspect all new and replacement gas
appliances
•
Repair and adjust furnaces, boilers, water
heaters and natural gas cooking
appliances
•
Respond to emergencies such as
damaged gas lines, gas odour calls, fire
calls and carbon monoxide calls","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Materials, coatings and inhibitors
to use and correct application to
protect from hydrogen corrosion
•
Knowledge of odorants used to
assist with leak detection of
hydrogen
•
Comprehensive understanding of
aspects of installation and
testing procedures that are
different due to the nature of
hydrogen
•
Procedures to trace, locate and
repair hydrogen leaks
•
Knowledge of hydrogen related
regulations, standards and codes
•
Keep up-to-date with changes to
hydrogen technology, regulations,
standards and codes","Existing workforce to be trained
to accommodate transition to
heating using natural gas-
hydrogen blending"
4003,End Use,Heat with Hydrogen,Welding engineer,"Bachelor’s Degree: Materials,
Mechanical Engineering
Specialist training in Welding
Engineering
Related qualifications and
certifications from the following
agencies may be of benefit:
•
American Petroleum Institute
(API)
•
American Society of Mechanical
Engineers (ASME)
•
American Society for
Nondestructive Testing (ASNT)
•
CSA/Standards Council of
Canada (SCC)
•
International Organization of
Standardization (ISO)
•
National NDT Certification Body
(NDTCB)
•
Quality management programs","•
Perform materials engineering duties
•
Be a subject matter expert for welding,
materials, and hot tapping for
Transmission and Distribution, including
welding, materials fabrication, hot
tapping and isolation on gas distribution
lines and associated codes, standards,
regulations, recommended practices and
industry practices
•
Ensure quality of welds according to
specifications
•
Conduct CSA Welder Testing
•
Provide technical support and project
engineer level training to all other
engineering groups on welding, NDE,
materials, and quality related matters","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of material rules
and welding processes and
procedures compatible with
hydrogen and hydrogen
blending properties
•
Knowledge of hydrogen related
regulations, standards and
codes
•
Keep up-to-date with changes
to hydrogen technology,
regulations, standards and
codes","Existing workforce to be trained to
accommodate transition to
heating using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Automation & controls
specialist","Multiple pathways to this
career:
•
Bachelor’s Degree:
Automation, Instrumentation
& Controls or Electrical
Engineering
•
Certificate of Qualification in
Instrument technician
•
Instrumentation Engineering
Technology diploma","•
Support automation and controls functions
including supervisory control and data
acquisition (SCADA), programmable logic
controller (PLC), remote terminal unit (RTU),
distributed control system (DCS), human-
machine interfaces (HMI), communications
hardware, protocol and programming languages
and related technologies.
•
Configure systems, troubleshooting and support
equipment related to process control including
leak detection technology","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of automated
process systems and controls
systems associated with power
generation using hydrogen
blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Electrical engineer,"Bachelor’s Degree: Electrical
Engineering","•
Provide expertise and leadership in the
equipment specification and selection as it
relates to high power rectification, harmonic
filtering, high voltage and medium voltage
power distribution equipment
•
Evaluate design and/or the impact of changes
to existing plant electrical distribution
systems.
•
Oversee electrical equipment installation and
provide commissioning support of electrical
equipment, such as switchgear, transformers
and motors.
•
Provide technical guidance on application of
codes, standards and project design criteria
•
Participate in Root Cause and Failure Analysis
(RCFA)","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of high power
electrical equipment
associated with power
generation using hydrogen
blending","Existing workforce to be trained to
accommodate transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Electrical &
instrumentation
engineer","Bachelor’s Degree: Electrical &
Instrumentation Engineering","•
Design for new or modification of
instrumentation, control systems, and
electrical projects including Programmable
Logic Controllers (PLC) and safety PLCs (SIS),
Distributed Control Systems (DCS), fire and
gas (F&G) systems
•
Size and select equipment
•
Supervise installation and commissioning
•
Provide technical expertise to resolve issues
associated with instrumentation, electrical,
and control/safety systems.","•
Hydrogen properties, behaviour and
potential hazards created
•
Safety when working with or around
hydrogen
•
Knowledge of key instrumentation and
electrical equipment and systems
associated with ventilation, leak
detection, flame detection, corrosion
prevention system controls for
hydrogen blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Facility engineer,"Bachelor’s Degree: Chemical,
Process or Mechanical
Engineering
.","•
Plan, direct and coordinate activities
concerned with design, construction,
modification, optimization and maintenance
of power plant equipment and systems
including turbines, compressors, combustion
system,
•
Oversee changes in procedures, equipment,
or materials as necessary to maintain and
improve natural gas-hydrogen turbine
performance
•
Assist operations and integrity groups with
compliance measures and best practices for
process controls such as: MOC, HAZOP,
design and repair, reporting and regulatory
compliance.","•
Hydrogen properties, behaviour and
potential hazards created
•
Safety when working with or around
hydrogen
•
Understanding of combined-cycle
power generation using hydrogen
blending
•
Knowledge of equipment and
components including compression,
turbines and combustion, etc. for
hydrogen blending.
•
Appropriate selection of materials,
coatings, odorants, inhibitors, etc. for
hydrogen blending.
•
Maintenance of ventilation, leak
detection, flame detection, corrosion
prevention equipment and systems for
hydrogen blending
•
Knowledge of hydrogen related
regulations, standards and codes","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Mechanical engineer -
Equipment & piping","Bachelor’s Degree: Mechanical
Engineering","•
Provide technical expertise on the
design, maintenance and repairs of
pressure equipment and systems, and
rotating equipment in accordance with
all applicable codes and standards
•
Lead mechanical engineering matters
as it relates to power generation plant
turbines, boilers, pressure vessels,
fittings, valves, compressors, pumps,
motors, piping systems, etc.
•
Troubleshoot and correct mechanical
problems for combustion turbines,
steam turbines, pumps, compressors,
values, pressure vessels, boilers, piping
systems, etc.
•
Conduct equipment assessment,
troubleshoot operational issues and
continually improve and optimize
operation of mechanical equipment
•
Participate in Root Cause and Failure
Analysis (RCFA)","•
Hydrogen properties, behaviour and
potential hazards created
•
Safety when working with or around
hydrogen
•
Understanding of combined-cycle
power generation using hydrogen
blending
•
Appropriate selection, design and
maintenance of power generation
equipment including compression,
turbines and combustion, valves,
fittings, piping systems etc. for
hydrogen blending
•
Knowledge of hydrogen related
regulations, standards and codes
•
Keep up-to-date with changes to
hydrogen technology, regulations,
standards and codes","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Mechanical engineer –
Reliability","Bachelor’s Degree: Mechanical
Engineering","•
Lead plant reliability program
development and implementation in
accordance with all applicable codes and
standards
•
Oversee inspection, maintenance and
repair of pressure, rotating and stationary
equipment associated with power
generation including combustion turbines,
steam turbines, pumps, compressors,
values, pressure vessels, boilers, piping
systems, etc.
•
Develop expertise in existing and
emerging technologies associated with
the inspection and maintenance
•
Participate in Root Cause and Failure
Analysis (RCFA)","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-cycle
power generation using hydrogen
blending
•
Appropriate selection, design and
maintenance of including steam
and combustion turbines,
compressors, pressure vessels,
valves, steam generators, boilers,
pumps, piping systems and other
Balance of Plant (BOP) equipment
to withstand hydrogen pressure
and temperatures
•
Knowledge of hydrogen related
regulations, standards and codes
•
Keep up-to-date with changes to
hydrogen technology, regulations,
standards and codes","Existing workforce to be
trained to accommodate
transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Process control engineer,"Bachelor’s Degree: Chemical or
Electrical & Instrumentation
Engineering","•
Building, implementing, and
maintaining the advanced control
applications to perform facility
operations optimization using a
combination of regulatory and model
predictive control techniques
•
Build and deploy advanced process
control applications
•
Develop and test control applications
•
Process modelling and simulation
using software","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-
cycle power generation using
hydrogen blending
•
Knowledge of control systems
and advanced control systems
for combined-cycle power
generation using hydrogen
blending
•
Knowledge of hydrogen related
regulations, standards and
codes
•
Keep up-to-date with changes
to hydrogen technology,
regulations, standards and
codes","Existing workforce to be trained to
accommodate transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Process engineer,"Bachelor’s Degree: Chemical,
Electrical, Mechanical or
Process Engineering","•
Ensure safe, reliable and efficient
operation of the process equipment
by applying knowledge of
thermodynamics, fluid mechanics,
and materials science
•
Troubleshoot production and process
issues
•
Assist in the resolution of longer-term
reliability and maintenance issues
involving unusual corrosion, steam
quality concerns, fouling of heat
transfer surfaces, pre-mature catalyst
degradation, breakdown of insulation,
and other chronic equipment and
performance problems
•
Oversee plant modifications and
upgrades to processes and related
equipment ensure comply with
regulatory standards
•
Participate in Root Cause and Failure
Analysis","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-
cycle power generation using
hydrogen blending
•
Knowledge of hydrogen related
regulations, standards and
codes
•
Keep up-to-date with changes
to hydrogen technology,
regulations, standards and
codes","Existing workforce to be trained to
accommodate transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Process safety engineer,"Bachelor’s Degree: Chemical or
Process Engineering
Significant experience in process
equipment, engineering, safety and
operational risk management
•
Process Hazard Analysis techniques
(HAZOP, FMEA)
•
What-If studies, quantitative and
semi-quantitative risk assessments
(LOPA and FTA/ETA)
•
Reliability/Survival analysis
•
Knowledge of OSHA 1910.119, CSA
Z767, CSA Z260, ISO 31000, API
1173 and related codes and
standards.","•
Lead the continual improvement of
process safety and risk management
processes and methodologies
•
Analyze and evaluate a wide range of
operational risks affecting financial,
safety, operational reliability,
environmental and reputational receptors
•
Oversee application of codes, standards,
and regulations relevant to process
systems and process safety for power
generation
•
Oversee application of acceptable
deviations from the approved standards,
project specifications and processes
•
Facilitate the hazard identification and
inventory (barrier management) process","•
Process engineering and
controls skills specific to
hydrogen including hazard
risk analysis and reviews,
mechanical integrity and
instrumented system
analysis, and operation
readiness inspection
•
Knowledge of hydrogen
related regulations, standards
and codes
•
Keep up-to-date with changes
to hydrogen technology,
regulations, standards and
codes","Existing workforce to be
trained to accommodate
transition to power generation
using natural gas-hydrogen
blending"
4004,End Use,Power Generation with Hydrogen,Control room operator,"Typically an experienced plant
operator.
Power Engineer or Stationary
Engineer Certificate of
Qualification","•
Oversee day-to-day operations and status
of all plant systems from centralized
control room
•
Start up and shut down plant equipment
from the control room as required
•
Assist Plant operators diagnose
operational deficiencies using instrument
indications
•
Troubleshoot equipment issues and
potential root causes using instrument
indications
•
Support preparation of equipment and
systems for maintenance and
commissioning
•
Perform safety responsibilities such as
hazard identification, equipment lock-out,
emergency response, etc.
•
Issue work permits to maintenance
personnel and ensure that they are aware
of the risks associated with the work to be
performed","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-
cycle power generation using
hydrogen blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Maintenance planner,"Multiple pathways to this
career:
•
Certificate of Qualification in
Industrial electrician,
Industrial
mechanic/Millwright or
Instrumentation technician
•
Bachelor’s Degree: Electrical
or Mechanical Engineering","•
Develop preventive and predictive
maintenance plans for the lifecycle of key
electrical and mechanical equipment
associated with combined-cycle power
generation including steam and
combustion turbines, compressors,
pressure vessels, valves, steam
generators, boilers, pumps, piping
systems and other Balance of Plant
(BOP) equipment
•
Contribute to achievement of key
performance indicators by continuous
improvement of maintenance function
•
Track best practices in preventive and
predictive maintenance including
leveraging of technology","•
Hydrogen properties, behaviour and
potential hazards created
•
Safety when working with or around
hydrogen
•
Understanding of combined-cycle power
generation using hydrogen blending
•
Appropriate selection, design and
maintenance of including steam and
combustion turbines, compressors,
pressure vessels, valves, steam
generators, boilers, pumps, piping
systems and other Balance of Plant
(BOP) equipment to withstand hydrogen
pressure and temperatures
•
Knowledge of hydrogen related
regulations, standards and codes","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Maintenance trade -
Electrical","Certificate of Qualification in
Industrial Electrician
•
Registered apprentice","•
Inspect, repair, install, troubleshoot and
modify electrical and electronic equipment
and components, AC/DC motors and drives,
low and high voltage motors/breakers,
programmable logic controls (PLC’), control
circuits, switchgears, transformers, motors,
starters, relays and hydraulic and
pneumatic electrical controls
•
Install or replace electrical wiring,
receptacles, switch boxes, conduits,
feeders, fibre-optic and coaxial cable
assemblies, lighting fixtures and other
electrical components
•
Install, replace or repair generators,
alternators and industrial storage batteries
•
Perform preventive maintenance
inspections and testing of various electrical
systems
•
Quickly repair electrical failure and replace
parts where incorrect applications could
cause danger and hazardous conditions
•
Interpret drawings, blueprints, schematics
and electrical code specifications","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Appropriate selection and
maintenance of key electrical and
electronic equipment and systems
associated with with power
generation using hydrogen
blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural gas-
hydrogen blending"
4004,End Use,Power Generation with Hydrogen,"Maintenance trade –
Instrumentation &
controls","Certificate of Qualification in
Instrumentation technician
•
Registered apprentice","•
Inspect, repair, install, troubleshoot and
modify process controls, control valves,
safety devices, analyzers, programmable
logic controls (PLC), instrumentation
(pressure, level and flow), process
monitoring equipment, and control circuits
and distributed control systems (DCS)
•
Maintain gas turbine continuous emissions
monitoring system
•
Perform preventive and corrective
maintenance on instrumentation and
electrical equipment
•
Troubleshooting, repair, and calibration of
plant instrumentation and controls.
•
Improve equipment performance and/or
system reliability/capacity
-","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Selection, calibration and
maintenance of key
instrumentation equipment and
systems associated with power
generation using hydrogen
blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural gas-
hydrogen blending
Supports digitization across
multiple industries; in high
demand
•
Existing skill shortage"
4004,End Use,Power Generation with Hydrogen,"Maintenance
trade –
Mechanical","Certificate of Qualification in
Industrial Mechanic or Millwright
•
Registered apprentice
In Ontario: Hydrogen Technician
(TSSAH2) certification
•
Obtained by working under our
TSSA-H2 technicians","•Inspection, repair, troubleshooting, modification,
installation and commissioning of mechanical
equipment to such as steam and combustion
turbines, steam generators and related auxiliary
equipment to include piping systems, heat
exchangers, pumps, mechanical seals, and valves.
•Continuously improve machinery condition and
reliability","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Maintenance of vessels,
compressors, turbines, piping
systems and fitting, valves etc.
to withstand hydrogen pressure
and temperatures
•
Knowledge of appropriate
materials, seals, coatings to use
with hydrogen blending","Existing workforce to be
trained to accommodate
transition to power
generation using natural
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Plant manager,"Likely to be an experienced worker 
with engineering, maintenance 
and/or operations experience.","• Manage the day-to-day operations including 
organizational tasks, assignment of work and meeting 
power generation targets
• Ensure all plant employees work within occupational 
health and safety regulations, polices and procedures
• Continuously look for ways to improve plant 
operations 
• Assist with troubleshooting operational and 
maintenance issues
• Coach, mentor, train and develop employees in their 
job performance; participate in succession planning 
and hiring activities","• Hydrogen properties, behaviour 
and potential hazards created 
• Safety when working with or 
around hydrogen
• Understanding of combinedcycle power generation using 
hydrogen blending
• Maintenance of equipment and 
systems involved in combinedcycle power generation using 
hydrogen blending","Existing workforce to be 
trained to accommodate 
transition to power 
generation using natural 
gas-hydrogen blending"
4004,End Use,Power Generation with Hydrogen,Plant operator,"Power Engineer or Stationary
Engineer Certificate of
Qualification
Many plants require a minimum
3rd Class certificate","•
Responsible for ensuring safe plant operation
and the generation of electricity in a highly
automated plant
•
Control and monitor equipment and processes
including include combustion turbines, heat
recovery steam generators, steam turbines,
zero-discharge water treatment plant, water
treatment plant, gas pipeline equipment, water
pipeline equipment and balance-of-plant
equipment to meet power requirements
•
Observe and analyze plant activity and
equipment, take reading of temperature,
pressures and flows to identify potential
operational problems, causes and propose
appropriate corrective actions
•
Prepare equipment and systems for
maintenance and commissioning
•
Track daily performance data to optimize
production and inform equipment
maintenance, safety and environmental
indicators","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-
cycle power generation using
hydrogen-blending","Existing workforce to be
trained to accommodate
transition to power generation
using natural gas-hydrogen
blending"
4004,End Use,Power Generation with Hydrogen,Power scheduler,"Bachelor’s degree:  Commerce,
Economics, Engineering","•
Analyze market conditions and making
strategic decisions to optimize generation
portfolio and merchant exposure
•
Ensure operational and market rules
compliance through the dispatch and
monitoring of generation assets
•
Collaborate with plant operators, front office
managers and gas marketers to meet
dispatches and contract obligations
•
Support identification of opportunities to
develop the business and maximize profit
•
Develop daily same-day price forecast and
financial and operational data for asset
optimization
•
Maintain a strong understanding of control
area rules and operations, commercial
structures and potential constraints","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of combined-
cycle power generation using
hydrogen-blending","Existing workforce to be
trained to accommodate
transition to power generation
using natural gas-hydrogen
blending"
1001,Manufacturing,Electrolyzer MFG,Applications engineer,"Multiple pathways to this career:
•
Bachelor’s Degree: Automation,
Instrumentation & Controls or
Electrical Engineering
•
Engineering Technology
Diploma: Automation,
Instrumentation or Electrical
Engineering","•
Design and specify components for complex
tooling and processes associated with
automated manufacturing machinery and
systems including assembly, inspection and
material handling.
•
Design verification, validation and testing
procedures","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for
hydrogen supply chains","Skills/knowledge and
transferability with advanced
manufacturing for other
sectors, automation and
robotics."
1001,Manufacturing,Electrolyzer MFG,"Assembly technician
Also known as:
•
Production worker","Mechanical and/or electrical
aptitude
•
Able to multitask and prioritize
•
Able to perform manual tasks
requiring dexterity and
coordination","•
Assemble mechanical, electrical and other
product components while meeting quality
standards and specifications, and production
deadlines
•
Operate automated equipment in the
performance of manufacturing duties, and
monitor its performance.
•
Monitor the functioning of all tools equipment
and report any problems
•
Perform final checks and adjustments for any
defects to ensure high quality products
•
Use test and validation equipment and tooling
to assess pass/fail criteria for product","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen industry","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining,
aerospace"
1001,Manufacturing,Electrolyzer MFG,"Compliance specialist
Also known as:
•
Controls specialist","Multiple pathways to this career:
•
Bachelor’s Degree: Automation,
Industrial, Instrumentation &
Controls, Mechanical or
Robotics Engineering
•
Engineering Technology
Diploma: Automation,
Instrumentation, Mechanical or
Robotics Engineering","•
Support in the development of production
tooling and equipment standards to ensure
delivery of highest quality products
•
Evaluate, debug, and implement solutions to
manufacturing and technical issues
including revising equipment, processes,
line balancing, standardized work, and
procedures to maintain and improve the
manufacturing floor and production
capability","Depending on the hydrogen-related
product manufactured, may require
hydrogen specific skills/knowledge
as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace
•
Six Sigma
•
Quality management tools
•
Lean manufacturing
techniques"
1001,Manufacturing,Electrolyzer MFG,"CNC fabrication
technician
Also known as:
•
CNC operator
•
CNC programmer
•
Manufacturing
technician","Certificate of Qualification:
Machinist
•
Apprentice","•
Program and operate computer numerically
controlled (CNC) and mechanically-operated
machines used to create molds and to
manufacture parts and products from
engineered drawings
•
Verify dimensions of parts machined using
micrometers, calipers and other precision
measuring instruments
•
Problem solve and trouble shoot machine
errors, program errors and inconsistencies","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen industry","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace"
1001,Manufacturing,Electrolyzer MFG,"Design engineer -
Electrical &
instrumentation","Bachelor’s Degree: Electrical or
Instrumentation Engineering","•
Detailed design of electrical, electronic and
instrumentation components and systems
required in full compliance with regulations,
codes, standards and guidelines
•
Select, source and inspect electrical,
electronic and instrumentation components
•
Support the assembly of electrical,
electronic and instrumentation components
and test stations","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and transferability
with manufacturing for sectors
requiring similar equipment and
components including automotive,
oil & gas, agriculture, mining,
aerospace:
•
Electrical, instrumentation and
process control systems
•
Testing facility, building
prototypes, validating, and
testing designs"
1001,Manufacturing,Electrolyzer MFG,"Design engineer-
Mechanical","Bachelor’s Degree: Mechanical
Engineering","•
Detailed design of mechanical components,
systems and structures for new and existing
products in full compliance with regulations,
codes, standards and guidelines
•
Support the design, build, assembly and
testing of prototypes
•
Conduct tolerance analysis, structural
calculations and other analysis
•
Select, source and inspect mechanical
components
•
Support the mechanical assembly of
mechanical components and test stations","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and transferability
with manufacturing for sectors
requiring similar mechanical
equipment and components
including automotive, oil & gas,
agriculture, mining, aerospace:
•
High temperature, high-pressure
systems and component design
•
Testing facility, building
prototypes, validating, and
testing designs"
1001,Manufacturing,Electrolyzer MFG,Design - Mechatronics,"Bachelor’s Degree in Electrical,
Mechanical or Mechatronics
Engineering","•
Design and draw interfaces of computer,
mechanical and electrical/instrumentation
assemblies and components required for
manufactured product
•
Design hardware and software interfaces as
it relates to embedded controls for electro-
mechanical systems
•
Compile data, compute quantities,
determine materials needed, and prepare
cost estimates
•
Participate in the development and
assembly of prototype systems
•
Evaluate performance, production quality,
diagnose and address production and
process issues","Depending on the hydrogen-related
product manufactured, may
require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar
electromechanical systems
interface including automotive,
oil & gas, agriculture, mining,
aerospace.
•
Relevant codes and
standards
•
Automated process systems
and controls systems"
1001,Manufacturing,Electrolyzer MFG,"Manufacturing engineer
Also known as:
•
Manufacturing design
engineer
•
Manufacturing
process engineer
•
Tooling engineer","Bachelor’s Degree in Electrical,
Industrial, Instrumentation or
Mechanical Engineering","•
Optimize utilization of the production
facilities, manufacturing processes, material
handling processes, equipment and
systems
•
Manage issues and drive root cause
analysis to identify and control
manufacturing process defects, reduce
customer complaints, and product return
rate
•
Analyze the impact of mechanical stresses
and material properties on the performance
of the production line and product quality
•
Develop and implement quality procedures,
quality plans, quality performance trends,
statistical plans, and continuous
improvement initiatives
•
Design, document, and implement new
manufacturing processes for new products","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar mechanical
equipment and components
including automotive, oil &
gas, agriculture, mining,
aerospace:
•
Manufacturing Execution
System (MES)"
1001,Manufacturing,Electrolyzer MFG,Materials specialist,"Multiple pathways to this career:
•
Engineering Technology
Diploma: Electrical,
Instrumentation or Mechanical
Engineering
•
Certification of Qualification:
Electrician, Industrial Mechanic
(Millwright)
Certification in supply chain an
asset","•
Participate in sales and product forecasting
Convert forecast for products into material
requirement demand plans and into physical
orders.
•
Understands business trends, opportunities and
how they impact the demand forecast.
•
Ensure that all material, parts or equipment
received are inspected
•
Release all incoming goods to the appropriate
department after they have undergone
inspections, write-ups and tagging
•
Material management analysis: material
consumption, aged inventory, aged purchase
orders, in-transit material analysis, etc.","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining,
aerospace
•
Knowledge of codes and
standards"
1001,Manufacturing,Electrolyzer MFG,Production scheduler,"Multiple pathways to this career:
•
Post-secondary Diploma in
Business
•
Training and/or certification in
Supply Chain and/or Inventory
Management","•
Develop and maintain the master production
schedule to ensure that actual production meets
scheduled requirements
•
Monitor line productivity and job schedule
throughout the day; adjust production schedule
and notify of any deviations
•
Work with designers to ensure the new product
builds are on track to meet significant
milestones.
•
Perform production order expediting and inventory
reconciliations.
•
Communicate schedule, changes to schedule to
all stakeholders including customers
•
Support production improvement initiatives
through data gathering, implementation and
generating ideas","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace
•
Manufacturing Material
Requirement Planning
(MRP) systems"
1001,Manufacturing,Electrolyzer MFG,Quality control specialist,"Bachelor’s Degree in Engineering
Quality assurance and control
certifications","•
Develop and implement Quality
Management System to identify
improvements and design/process
enhancements to meet internal goals and
satisfy external customers
•
Assist manufacturing operations to resolve
quality issues quickly and permanently
•
Examine materials and products for any
hazards, defects, or deviations.
•
Lead preventive and corrective actions
using effective engineering judgment and
appropriate root cause analysis tool","Depending on the hydrogen-related
product manufactured, may
require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment,
components and systems
including automotive, oil &
gas, agriculture, mining,
aerospace
•
Material Review Board
(MRB) processes
•
Advanced Product Quality
Planning (APQP)
•
Failure Mode and Effects
Analysis (FMEA)"
1001,Manufacturing,Electrolyzer MFG,Service technician,"Multiple pathways to this career:
•
Bachelor’s Degree: Electrical,
Electrochemical, Mechanical
Engineer
•
Certificate of Qualification:
Electrician, Instrumentation,
Industrial Mechanic
•
Technology diploma: Electrical,
Instrumentation or Mechanical
Engineering
TSSA-H2 Certified Technician for
hydrogen-specific components and
equipment (ON)
Valid driver’s license + clean
abstract","•
Support product deployment through field
installation, commissioning and on-going
service
•
Deliver and install, test performance
•
Troubleshoot and repair product,
component and system as required","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
Depending on the hydrogen-related
product manufactured, may
require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace"
